MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
550,female,group C,some high school,standard,none,48,62,61
688,female,group C,some college,standard,completed,66,78,85
691,male,group C,master's degree,free/reduced,completed,66,62,64
925,female,group A,some college,standard,completed,78,86,85
504,female,group D,some college,standard,none,67,73,74
954,male,group B,high school,standard,none,55,51,50
638,female,group E,some college,free/reduced,completed,78,78,77
513,female,group C,some high school,standard,completed,64,74,69
276,male,group C,some college,free/reduced,completed,16,30,27
2,female,group C,some high school,standard,completed,75,71,75
304,male,group D,high school,standard,none,82,73,69
812,male,group C,associate's degree,standard,none,88,77,74
694,male,group E,associate's degree,free/reduced,none,88,77,77
625,female,group E,high school,standard,completed,73,83,86
181,male,group C,bachelor's degree,standard,none,71,70,66
384,female,group D,associate's degree,free/reduced,completed,71,79,83
893,female,group D,bachelor's degree,standard,none,84,89,93
546,male,group B,some college,standard,none,57,47,45
827,male,group D,associate's degree,standard,none,80,69,66
801,female,group C,associate's degree,standard,none,78,80,76
148,female,group B,bachelor's degree,standard,none,83,88,86
577,male,group C,master's degree,standard,none,80,78,80
331,male,group D,some college,free/reduced,none,55,51,55
9,female,group D,some high school,free/reduced,completed,66,81,83
697,female,group D,associate's degree,standard,none,60,64,64
864,female,group C,some college,free/reduced,none,60,72,70
256,male,group C,bachelor's degree,free/reduced,none,76,65,67
251,male,group E,high school,standard,none,71,68,61
808,female,group D,some high school,standard,none,52,59,62
614,male,group E,some college,standard,completed,76,71,72
798,female,group C,some college,standard,completed,79,85,83
456,female,group B,bachelor's degree,standard,completed,93,100,100
509,male,group B,some college,standard,none,83,78,69
115,male,group C,some college,standard,none,62,51,51
386,male,group B,bachelor's degree,free/reduced,none,47,47,48
119,female,group B,associate's degree,standard,none,74,74,77
354,male,group C,master's degree,free/reduced,none,73,66,62
38,male,group C,some college,standard,completed,68,62,70
208,male,group C,some college,free/reduced,completed,48,52,51
485,male,group C,associate's degree,standard,none,49,48,44
602,female,group A,some college,standard,none,46,62,55
490,female,group C,some high school,standard,none,63,51,61
386,female,group C,some college,standard,completed,68,69,73
622,female,group A,some college,standard,none,53,68,62
4,female,group C,some college,standard,none,65,84,78
247,female,group E,bachelor's degree,standard,completed,84,100,100
453,female,group A,high school,standard,completed,81,74,85
770,male,group A,bachelor's degree,free/reduced,none,78,73,71
440,male,group D,some college,free/reduced,none,65,64,67
584,male,group E,some college,standard,none,68,64,56
53,male,group C,high school,free/reduced,none,51,55,50
671,male,group C,some high school,standard,completed,64,66,67
371,male,group D,high school,standard,none,79,68,71
377,male,group C,high school,standard,none,83,72,64
253,male,group B,bachelor's degree,standard,none,51,44,45
944,female,group B,bachelor's degree,standard,none,73,75,76
848,female,group B,some high school,standard,none,74,78,72
578,male,group C,master's degree,standard,none,92,81,80
885,female,group C,high school,free/reduced,none,58,76,71
523,male,group D,some high school,standard,completed,83,89,81
31,female,group B,some college,standard,none,63,65,61
697,female,group A,bachelor's degree,standard,none,59,72,70
62,male,group C,bachelor's degree,free/reduced,none,46,43,37
631,male,group B,high school,standard,none,79,60,65
704,female,group C,some college,standard,completed,69,82,86
325,male,group D,high school,standard,completed,98,89,89
738,female,group E,associate's degree,free/reduced,none,62,69,68
777,female,group C,high school,free/reduced,completed,70,85,76
742,female,group E,some high school,free/reduced,completed,35,45,44
624,male,group C,high school,free/reduced,none,46,44,35
3,female,group B,some college,free/reduced,none,33,53,55
617,male,group B,bachelor's degree,standard,none,67,68,69
994,male,group A,high school,standard,none,63,63,62
582,female,group A,associate's degree,standard,none,60,75,80
848,female,group A,master's degree,standard,none,58,61,54
609,female,group D,associate's degree,standard,none,84,87,89
265,female,group B,associate's degree,free/reduced,none,35,52,55
824,male,group E,bachelor's degree,standard,none,100,97,91
410,male,group E,high school,free/reduced,none,81,78,68
136,female,group E,some high school,standard,none,59,47,54
562,female,group D,some high school,standard,none,92,95,94
687,male,group C,high school,free/reduced,none,56,56,55
691,male,group B,high school,standard,none,61,43,57
6,male,group B,some high school,standard,none,59,55,55
55,female,group C,bachelor's degree,standard,none,54,58,57
278,female,group C,high school,free/reduced,none,59,74,74
320,male,group B,some high school,free/reduced,none,51,68,63
109,male,group D,some high school,standard,none,71,63,62
348,male,group C,master's degree,free/reduced,none,75,78,70
270,female,group D,some high school,standard,none,49,59,63
492,male,group B,high school,standard,none,80,71,73
821,male,group E,high school,standard,completed,93,75,81
179,female,group C,high school,standard,none,52,61,57
898,female,group C,some college,standard,none,50,66,67
394,female,group D,some high school,free/reduced,completed,74,83,82
316,female,group C,associate's degree,standard,none,70,84,75
810,male,group C,some college,standard,none,57,50,50
108,male,group D,bachelor's degree,standard,none,75,70,72
589,male,group D,associate's degree,standard,none,89,88,87
64,male,group C,some high school,standard,completed,75,80,78
376,female,group B,some college,standard,completed,40,44,52
908,male,group B,some college,standard,completed,65,67,60
736,male,group B,bachelor's degree,standard,completed,92,89,89
23,female,group E,associate's degree,free/reduced,completed,84,94,97
547,female,group C,some college,standard,completed,59,71,72
725,male,group E,some high school,standard,none,73,65,57
650,male,group C,high school,standard,none,70,64,58
509,female,group D,some college,standard,none,83,86,83
969,female,group B,some college,standard,completed,72,79,79
935,female,group B,bachelor's degree,free/reduced,none,37,46,46
411,female,group A,some college,standard,none,68,84,84
541,male,group D,associate's degree,standard,none,84,78,75
227,male,group A,bachelor's degree,standard,none,58,67,58
933,female,group D,bachelor's degree,standard,completed,80,86,93
502,female,group B,some high school,free/reduced,none,62,74,68
192,male,group D,some high school,free/reduced,completed,71,64,66
546,female,group B,associate's degree,free/reduced,completed,73,87,92
517,female,group C,some high school,standard,completed,71,77,72
18,male,group C,master's degree,free/reduced,none,87,79,80
11,male,group C,bachelor's degree,free/reduced,none,30,25,26
247,male,group D,bachelor's degree,standard,completed,100,100,100
459,female,group B,some high school,standard,none,56,61,61
660,female,group E,bachelor's degree,free/reduced,none,52,56,60
625,female,group C,associate's degree,standard,none,62,67,60
186,female,group D,high school,free/reduced,none,54,66,71
199,male,group D,bachelor's degree,free/reduced,none,85,76,85
361,female,group B,some college,free/reduced,completed,25,40,44
334,male,group E,bachelor's degree,standard,none,82,74,68
693,male,group B,some high school,standard,none,45,37,35
279,female,group E,high school,standard,none,78,83,81
710,male,group D,some college,free/reduced,completed,68,58,63
27,male,group D,some high school,standard,completed,50,52,50
596,female,group C,some college,free/reduced,none,47,57,61
504,female,group B,bachelor's degree,standard,none,85,90,87
176,male,group E,high school,standard,none,77,64,58
259,male,group E,master's degree,standard,none,89,84,77
50,male,group B,some high school,standard,none,51,50,45
443,female,group D,some college,free/reduced,none,53,71,69
852,male,group E,associate's degree,free/reduced,none,88,82,75
555,female,group B,some college,standard,none,54,56,57
203,male,group C,high school,standard,completed,67,60,60
645,female,group C,bachelor's degree,free/reduced,none,57,79,74
45,female,group D,some high school,standard,completed,65,73,78
609,male,group B,associate's degree,standard,none,66,64,56
628,male,group C,some high school,standard,none,71,60,55
900,male,group D,high school,standard,none,65,64,57
286,female,group D,some college,free/reduced,none,65,76,81
935,male,group D,some college,standard,none,83,77,74
20,male,group C,some college,free/reduced,none,54,52,47
57,male,group D,master's degree,free/reduced,completed,84,91,85
993,female,group B,some high school,standard,completed,74,88,78
578,female,group C,master's degree,free/reduced,none,45,56,59
599,female,group C,some college,free/reduced,completed,48,66,70
20,male,group C,bachelor's degree,free/reduced,none,89,78,74
592,female,group E,bachelor's degree,standard,none,88,90,85
208,female,group C,some college,free/reduced,completed,67,74,78
181,male,group E,some college,standard,none,76,67,61
114,female,group E,bachelor's degree,standard,completed,99,100,100
680,male,group E,associate's degree,standard,none,92,76,76
894,female,group B,bachelor's degree,standard,completed,69,81,86
573,female,group D,high school,standard,none,47,54,55
484,male,group D,master's degree,free/reduced,none,43,41,43
489,male,group D,some college,standard,completed,50,61,63
125,female,group E,some college,standard,none,100,99,92
492,female,group A,some high school,standard,none,83,90,81
389,female,group D,some high school,standard,completed,54,78,74
972,female,group B,associate's degree,standard,completed,79,87,91
686,male,group E,some college,standard,completed,85,75,68
2,male,group C,high school,standard,none,80,77,66
481,male,group C,associate's degree,standard,none,75,80,76
272,female,group A,some high school,free/reduced,none,48,62,62
64,female,group C,high school,standard,none,69,76,77
239,male,group C,some college,standard,none,73,67,64
400,female,group E,bachelor's degree,free/reduced,none,65,67,62
295,female,group C,bachelor's degree,standard,none,89,100,98
257,male,group C,some high school,free/reduced,none,54,56,45
